ID	seqnames	start	strand	Condition_Count	Gene_Name	Gene_Biotype	annotation	RBP_Num	miRNA_Num	SplicingSite_Num	SNP_Num	Cell_Line	Cell_Line_Num	Technique	Technique_Num	Quantification
m6A_Rnor6_5136	chr7	18599829	-	2	Rab11b	protein_coding	Exon	-1	-1	-1	0	Kidney;Liver	2	m6A-REF-seq	1	1
m6A_Rnor6_5137	chr7	23544791	-	1	Timp3	protein_coding	Intron	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	0
m6A_Rnor6_5138	chr7	23544861	-	1	Timp3	protein_coding	Intron	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	0
m6A_Rnor6_5139	chr7	23546206	-	1	Timp3	protein_coding	3'UTR/Exon	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	1
m6A_Rnor6_514	chr1	166282162	-	2		pseudogene	Exon	-1	-1	-1	0	Brain;Liver	2	m6A-REF-seq	1	1
m6A_Rnor6_5140	chr7	23546296	-	1	Timp3	protein_coding	3'UTR/Exon	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	1
m6A_Rnor6_5141	chr7	23546580	-	1	Timp3	protein_coding	3'UTR/Exon	-1	-1	-1	0	Brain	1	m6A-REF-seq	1	1
m6A_Rnor6_5142	chr7	23816795	-	1	Fbxo7	protein_coding	Exon	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	0
m6A_Rnor6_5143	chr7	24650405	-	1	Tmem263	protein_coding	Intron	-1	-1	-1	0	Brain	1	m6A-REF-seq	1	0
m6A_Rnor6_5144	chr7	26946639	-	1	Txnrd1	protein_coding	3'UTR/Exon	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	1
m6A_Rnor6_5145	chr7	26947849	-	1	Txnrd1	protein_coding	Exon	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	1
m6A_Rnor6_5146	chr7	26957941	-	1	Txnrd1	protein_coding	Exon	-1	-1	-1	0	Liver	1	m6A-REF-seq	1	1
m6A_Rnor6_5147	chr7	27229170	-	1	Hsp90b1	protein_coding	3'UTR/Exon	-1	-1	-1	0	Brain	1	m6A-REF-seq	1	1
m6A_Rnor6_5148	chr7	29056827	-	1	Chpt1	protein_coding	Exon	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	1
m6A_Rnor6_5149	chr7	29949000	-	1	LOC103692829	protein_coding	Intergenic	-1	-1	-1	0	Liver	1	m6A-REF-seq	1	0
m6A_Rnor6_515	chr1	166905720	-	2	Inppl1	protein_coding	Exon	-1	-1	-1	0	Brain;Kidney	2	m6A-REF-seq	1	1
m6A_Rnor6_5150	chr7	30003913	-	1	Nr1h4	protein_coding	3'UTR/Exon	-1	-1	-1	0	Liver	1	m6A-REF-seq	1	1
m6A_Rnor6_5151	chr7	30004024	-	1	Nr1h4	protein_coding	Exon	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	1
m6A_Rnor6_5152	chr7	31847570	-	2	Tmpo	protein_coding	3'UTR/Exon	-1	-1	-1	0	Brain;Liver	2	m6A-REF-seq	1	1
m6A_Rnor6_5153	chr7	31849054	-	1	Tmpo	protein_coding	3'UTR/Exon	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	1
m6A_Rnor6_5154	chr7	34762754	-	1	Metap2	protein_coding	Exon	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	1
m6A_Rnor6_5155	chr7	34922659	-	1	Vezt	protein_coding	Exon	-1	-1	-1	0	Brain	1	m6A-REF-seq	1	1
m6A_Rnor6_5156	chr7	36644555	-	1	Nudt4	protein_coding	3'UTR/Exon	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	1
m6A_Rnor6_5157	chr7	36644679	-	1	Nudt4	protein_coding	3'UTR/Exon	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	1
m6A_Rnor6_5158	chr7	51412687	-	1	Ppp1r12a	protein_coding	Exon	-1	-1	-1	0	Brain	1	m6A-REF-seq	1	1
m6A_Rnor6_5159	chr7	55602986	-	3	Atxn7l3b	protein_coding	3'UTR/Exon	-1	-1	-1	0	Brain;Kidney;Liver	3	m6A-REF-seq	1	1
m6A_Rnor6_516	chr1	166906418	-	1	Inppl1	protein_coding	Exon	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	1
m6A_Rnor6_5160	chr7	58351241	-	1	Tmem19	protein_coding	Intergenic	-1	-1	-1	0	Liver	1	m6A-REF-seq	1	0
m6A_Rnor6_5161	chr7	59526345	-	2	Kcnmb4	protein_coding	Intergenic	-1	-1	-1	0	Brain;Kidney	2	m6A-REF-seq	1	0
m6A_Rnor6_5162	chr7	59955389	-	1	Rab3ip	protein_coding	Exon	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	1
m6A_Rnor6_5163	chr7	60112780	-	1	Cct2	protein_coding	Exon	-1	-1	-1	0	Liver	1	m6A-REF-seq	1	1
m6A_Rnor6_5164	chr7	60121965	-	1	Cct2	protein_coding	Exon	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	1
m6A_Rnor6_5165	chr7	60337549	-	1	Lyz2	protein_coding	Exon	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	1
m6A_Rnor6_5166	chr7	60390375	-	2	Cpsf6	protein_coding	3'UTR/Exon	-1	-1	-1	0	Kidney;Liver	2	m6A-REF-seq	1	1
m6A_Rnor6_5167	chr7	60720336	-	1	Mdm2	protein_coding	Exon	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	1
m6A_Rnor6_5168	chr7	60853988	-	1	Rap1b	protein_coding	Exon	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	1
m6A_Rnor6_5169	chr7	62124708	-	2	Cand1	protein_coding	Exon	-1	-1	-1	0	Brain;Kidney	2	m6A-REF-seq	1	1
m6A_Rnor6_517	chr1	167337105	-	1	Rhog	protein_coding	Exon	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	1
m6A_Rnor6_5170	chr7	62128845	-	1	Cand1	protein_coding	Exon	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	1
m6A_Rnor6_5171	chr7	62128857	-	1	Cand1	protein_coding	Exon	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	1
m6A_Rnor6_5172	chr7	63708787	-	1	Xpot	protein_coding	Exon	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	1
m6A_Rnor6_5173	chr7	63714665	-	1	Xpot	protein_coding	Exon	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	1
m6A_Rnor6_5174	chr7	67341516	-	1	Avpr1a	protein_coding	3'UTR/Exon	-1	-1	-1	0	Liver	1	m6A-REF-seq	1	1
m6A_Rnor6_5175	chr7	67344715	-	1	Avpr1a	protein_coding	Exon	-1	-1	-1	0	Liver	1	m6A-REF-seq	1	1
m6A_Rnor6_5176	chr7	68447222	-	1	Slc16a7	protein_coding	Exon	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	1
m6A_Rnor6_5177	chr7	70381607	-	2	Os9	protein_coding	Exon	-1	-1	-1	0	Kidney;Liver	2	m6A-REF-seq	1	1
m6A_Rnor6_5178	chr7	70405406	-	1	Os9	protein_coding	Exon	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	1
m6A_Rnor6_5179	chr7	70470852	-	1	Arhgef25	protein_coding	Exon	-1	-1	-1	0	Brain	1	m6A-REF-seq	1	1
m6A_Rnor6_518	chr1	167907223	-	1	Olr59	protein_coding	3'UTR/Exon	-1	-1	-1	0	Liver	1	m6A-REF-seq	1	1
m6A_Rnor6_5180	chr7	70599638	-	1	Mars1	protein_coding	Exon	-1	-1	-1	0	Brain	1	m6A-REF-seq	1	1
m6A_Rnor6_5181	chr7	70600029	-	1	Mars1	protein_coding	Exon	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	1
m6A_Rnor6_5182	chr7	70853600	-	1	Lrp1	protein_coding	Exon	-1	-1	-1	0	Brain	1	m6A-REF-seq	1	0
m6A_Rnor6_5183	chr7	70861933	-	1	Lrp1	protein_coding	Exon	-1	-1	-1	0	Liver	1	m6A-REF-seq	1	1
m6A_Rnor6_5184	chr7	70862469	-	2	Lrp1	protein_coding	Exon	-1	-1	-1	0	Brain;Liver	2	m6A-REF-seq	1	1
m6A_Rnor6_5185	chr7	70865052	-	1	Lrp1	protein_coding	Exon	-1	-1	-1	0	Brain	1	m6A-REF-seq	1	0
m6A_Rnor6_5186	chr7	70874741	-	1	Lrp1	protein_coding	Exon	-1	-1	-1	0	Brain	1	m6A-REF-seq	1	1
m6A_Rnor6_5187	chr7	71280185	-	1	Mterf3	protein_coding	Exon	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	1
m6A_Rnor6_5188	chr7	72324809	-	1	Tspyl5	protein_coding	Intergenic	-1	-1	-1	0	Brain	1	m6A-REF-seq	1	0
m6A_Rnor6_5189	chr7	72326600	-	1	Tspyl5	protein_coding	Intergenic	-1	-1	-1	0	Brain	1	m6A-REF-seq	1	0
m6A_Rnor6_519	chr1	170403402	-	1	Apbb1	protein_coding	Exon	-1	-1	-1	0	Brain	1	m6A-REF-seq	1	1
m6A_Rnor6_5190	chr7	75279660	-	1	Ankrd46	protein_coding	3'UTR/Exon	-1	-1	-1	0	Liver	1	m6A-REF-seq	1	1
m6A_Rnor6_5191	chr7	75279890	-	1	Ankrd46	protein_coding	3'UTR/Exon	-1	-1	-1	0	Brain	1	m6A-REF-seq	1	1
m6A_Rnor6_5192	chr7	75288180	-	2	Ankrd46	protein_coding	Exon	-1	-1	-1	0	Brain;Kidney	2	m6A-REF-seq	1	1
m6A_Rnor6_5193	chr7	75288194	-	1	Ankrd46	protein_coding	Exon	-1	-1	-1	0	Brain	1	m6A-REF-seq	1	1
m6A_Rnor6_5194	chr7	76201297	-	1	Ncald	protein_coding	3'UTR/Exon	-1	-1	-1	0	Brain	1	m6A-REF-seq	1	1
m6A_Rnor6_5195	chr7	76229392	-	1	Ncald	protein_coding	Exon	-1	-1	-1	0	Brain	1	m6A-REF-seq	1	1
m6A_Rnor6_5196	chr7	76789288	-	2	Rrm2b	protein_coding	Intergenic	-1	-1	-1	0	Brain;Kidney	2	m6A-REF-seq	1	0
m6A_Rnor6_5197	chr7	76798044	-	1	Ubr5	protein_coding	Exon	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	1
m6A_Rnor6_5198	chr7	76806591	-	1	Ubr5	protein_coding	Exon	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	1
m6A_Rnor6_5199	chr7	77156605	-	1	Klf10	protein_coding	3'UTR/Exon	-1	-1	-1	0	Liver	1	m6A-REF-seq	1	1
m6A_Rnor6_52	chr1	72783867	+	1	Ppp6r1	protein_coding	3'UTR/Exon	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	1
m6A_Rnor6_520	chr1	170442018	-	1	Trim3	protein_coding	3'UTR/Exon	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	1
m6A_Rnor6_5200	chr7	77347860	-	2	Azin1	protein_coding	3'UTR/Exon	-1	-1	-1	0	Brain;Liver	2	m6A-REF-seq	1	1
m6A_Rnor6_5201	chr7	78770135	-	1	Dpys	protein_coding	3'UTR/Exon	-1	-1	-1	0	Liver	1	m6A-REF-seq	1	1
m6A_Rnor6_5202	chr7	78813667	-	1	Dpys	protein_coding	Exon	-1	-1	-1	0	Liver	1	m6A-REF-seq	1	1
m6A_Rnor6_5203	chr7	78861161	-	1	Lrp12	protein_coding	3'UTR/Exon	-1	-1	-1	0	Brain	1	m6A-REF-seq	1	1
m6A_Rnor6_5204	chr7	78861389	-	1	Lrp12	protein_coding	Exon	-1	-1	-1	0	Brain	1	m6A-REF-seq	1	1
m6A_Rnor6_5205	chr7	83602041	-	1	Sybu	protein_coding	Exon	-1	-1	-1	0	Brain	1	m6A-REF-seq	1	1
m6A_Rnor6_5206	chr7	84017966	-	1	Kcnv1	protein_coding	Exon	-1	-1	-1	0	Brain	1	m6A-REF-seq	1	1
m6A_Rnor6_5207	chr7	84022737	-	1	Kcnv1	protein_coding	Exon	-1	-1	-1	0	Brain	1	m6A-REF-seq	1	1
m6A_Rnor6_5208	chr7	90086332	-	1	Trps1	protein_coding	Intergenic	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	0
m6A_Rnor6_5209	chr7	91512561	-	1	Rad21	protein_coding	3'UTR/Exon	-1	-1	-1	0	Brain	1	m6A-REF-seq	1	1
m6A_Rnor6_521	chr1	170442034	-	1	Trim3	protein_coding	3'UTR/Exon	-1	-1	-1	0	Brain	1	m6A-REF-seq	1	1
m6A_Rnor6_5210	chr7	91512792	-	1	Rad21	protein_coding	3'UTR/Exon	-1	-1	-1	0	Liver	1	m6A-REF-seq	1	1
m6A_Rnor6_5211	chr7	94480502	-	1	Enpp2	protein_coding	Exon	-1	-1	-1	0	Liver	1	m6A-REF-seq	1	1
m6A_Rnor6_5212	chr7	94699934	-	1	Taf2	protein_coding	3'UTR/Exon	-1	-1	-1	0	Brain	1	m6A-REF-seq	1	1
m6A_Rnor6_5213	chr7	97067696	-	1	Slc22a22	protein_coding	Exon	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	1
m6A_Rnor6_5214	chr7	97739095	-	1	Derl1	protein_coding	3'UTR/Exon	-1	-1	-1	0	Liver	1	m6A-REF-seq	1	1
m6A_Rnor6_5215	chr7	97915748	-	2	RGD1310852	protein_coding	3'UTR/Exon	-1	-1	-1	0	Brain;Kidney	2	m6A-REF-seq	1	1
m6A_Rnor6_5216	chr7	97916116	-	1	RGD1310852	protein_coding	3'UTR/Exon	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	1
m6A_Rnor6_5217	chr7	97921757	-	1	RGD1310852	protein_coding	Exon	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	1
m6A_Rnor6_5218	chr7	98668819	-	1	Tmem65	protein_coding	Intron	-1	-1	-1	0	Brain	1	m6A-REF-seq	1	0
m6A_Rnor6_5219	chr7	98822434	-	1	Mtss1	protein_coding	3'UTR/Exon	-1	-1	-1	0	Liver	1	m6A-REF-seq	1	1
m6A_Rnor6_522	chr1	170466934	-	1	Arfip2	protein_coding	3'UTR/Exon	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	1
m6A_Rnor6_5220	chr7	99625534	-	1	Washc5	protein_coding	Intergenic	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	0
m6A_Rnor6_5221	chr7	104516042	-	1		snoRNA	Intergenic	-1	-1	-1	0	Brain	1	m6A-REF-seq	1	0
m6A_Rnor6_5222	chr7	104710982	-	1	Asap1	protein_coding	Exon	-1	-1	-1	0	Brain	1	m6A-REF-seq	1	1
m6A_Rnor6_5223	chr7	106616677	-	1	Oc90	protein_coding	Intergenic	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	0
m6A_Rnor6_5224	chr7	107905757	-	1	St3gal1	protein_coding	5'UTR/Exon	-1	-1	-1	0	Liver	1	m6A-REF-seq	1	1
m6A_Rnor6_5225	chr7	114437245	-	1	Ago2	protein_coding	Intergenic	-1	-1	-1	0	Brain	1	m6A-REF-seq	1	0
m6A_Rnor6_5226	chr7	115908967	-	1	Arc	protein_coding	3'UTR/Exon	-1	-1	-1	0	Brain	1	m6A-REF-seq	1	1
m6A_Rnor6_5227	chr7	115985572	-	1	Lynx1	protein_coding	Intron	-1	-1	-1	0	Brain	1	m6A-REF-seq	1	0
m6A_Rnor6_5228	chr7	116557658	-	1	Ly6al	processed_transcript	Exon	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	1
m6A_Rnor6_5229	chr7	116924507	-	1	Naprt	protein_coding	Exon	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	1
m6A_Rnor6_523	chr1	170466971	-	1	Arfip2	protein_coding	3'UTR/Exon	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	1
m6A_Rnor6_5230	chr7	116960338	-	1	Tsta3	protein_coding	Exon	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	1
m6A_Rnor6_5231	chr7	117119906	-	1	Scrib	protein_coding	Exon	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	1
m6A_Rnor6_5232	chr7	117165847	-	1	Nrbp2	protein_coding	Intergenic	-1	-1	-1	0	Liver	1	m6A-REF-seq	1	0
m6A_Rnor6_5233	chr7	117235082	-	2	Plec	protein_coding	Exon	-1	-1	-1	0	Brain;Kidney	2	m6A-REF-seq	1	1
m6A_Rnor6_5234	chr7	117242987	-	2	Plec	protein_coding	Exon	-1	-1	-1	0	Brain;Kidney	2	m6A-REF-seq	1	1
m6A_Rnor6_5235	chr7	117354866	-	1	Oplah	protein_coding	Exon	-1	-1	-1	0	Brain	1	m6A-REF-seq	1	1
m6A_Rnor6_5236	chr7	117355960	-	1	Oplah	protein_coding	Exon	-1	-1	-1	0	Liver	1	m6A-REF-seq	1	1
m6A_Rnor6_5237	chr7	117708927	-	2	Cyhr1	protein_coding	3'UTR/Exon	-1	-1	-1	0	Kidney;Liver	2	m6A-REF-seq	1	1
m6A_Rnor6_5238	chr7	117786371	-	1	Lrrc24	protein_coding	3'UTR/Exon	-1	-1	-1	0	Liver	1	m6A-REF-seq	1	1
m6A_Rnor6_5239	chr7	117786611	-	2	Lrrc24	protein_coding	3'UTR/Exon	-1	-1	-1	0	Kidney;Liver	2	m6A-REF-seq	1	1
m6A_Rnor6_524	chr1	170588843	-	1	Tpp1	protein_coding	Exon	-1	-1	-1	0	Brain	1	m6A-REF-seq	1	1
m6A_Rnor6_5240	chr7	118927394	-	1	Apol9a	protein_coding	3'UTR/Exon	-1	-1	-1	0	Liver	1	m6A-REF-seq	1	1
m6A_Rnor6_5241	chr7	118928273	-	1	Apol9a	protein_coding	Exon	-1	-1	-1	0	Liver	1	m6A-REF-seq	1	1
m6A_Rnor6_5242	chr7	118992528	-	1	Myh9l1	protein_coding	3'UTR/Exon	-1	-1	-1	0	Brain	1	m6A-REF-seq	1	1
m6A_Rnor6_5243	chr7	118997060	-	2	Myh9l1	protein_coding	Exon	-1	-1	-1	0	Kidney;Liver	2	m6A-REF-seq	1	1
m6A_Rnor6_5244	chr7	118999859	-	1	Myh9l1	protein_coding	Exon	-1	-1	-1	0	Liver	1	m6A-REF-seq	1	1
m6A_Rnor6_5245	chr7	119005468	-	1	Myh9l1	protein_coding	Exon	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	1
m6A_Rnor6_5246	chr7	119144953	-	2	Txn2	protein_coding	Exon	-1	-1	-1	0	Kidney;Liver	2	m6A-REF-seq	1	1
m6A_Rnor6_5247	chr7	119154186	-	1	Txn2	protein_coding	Exon	-1	-1	-1	0	Liver	1	m6A-REF-seq	1	1
m6A_Rnor6_5248	chr7	119438554	-	1	Pvalb	protein_coding	Exon	-1	-1	-1	0	Brain	1	m6A-REF-seq	1	1
m6A_Rnor6_5249	chr7	119622618	-	2	Tst	protein_coding	Exon	-1	-1	-1	0	Brain;Liver	2	m6A-REF-seq	1	1
m6A_Rnor6_525	chr1	170588855	-	1	Tpp1	protein_coding	Exon	-1	-1	-1	0	Brain	1	m6A-REF-seq	1	1
m6A_Rnor6_5250	chr7	120593401	-	1	Tmem184b	protein_coding	3'UTR/Exon	-1	-1	-1	0	Brain	1	m6A-REF-seq	1	1
m6A_Rnor6_5251	chr7	120764730	-	1	Ddx17	protein_coding	Exon	-1	-1	-1	0	Brain	1	m6A-REF-seq	1	1
m6A_Rnor6_5252	chr7	120953559	-	1	Sun2	protein_coding	Exon	-1	-1	-1	0	Brain	1	m6A-REF-seq	1	1
m6A_Rnor6_5253	chr7	121015784	-	1	Nptxr	protein_coding	Exon	-1	-1	-1	0	Brain	1	m6A-REF-seq	1	1
m6A_Rnor6_5254	chr7	121136518	-	2	Cbx7	protein_coding	3'UTR/Exon	-1	-1	-1	0	Brain;Kidney	2	m6A-REF-seq	1	1
m6A_Rnor6_5255	chr7	121138350	-	1	Cbx7	protein_coding	3'UTR/Exon	-1	-1	-1	0	Brain	1	m6A-REF-seq	1	1
m6A_Rnor6_5256	chr7	121297625	-	1	Rpl3	protein_coding	Exon	-1	-1	-1	0	Liver	1	m6A-REF-seq	1	1
m6A_Rnor6_5257	chr7	122540049	-	1	Slc25a17	protein_coding	Exon	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	1
m6A_Rnor6_5258	chr7	122940520	-	1	Rangap1	protein_coding	3'UTR/Exon	-1	-1	-1	0	Liver	1	m6A-REF-seq	1	1
m6A_Rnor6_5259	chr7	123183641	-	1	Pmm1	protein_coding	3'UTR/Exon	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	1
m6A_Rnor6_526	chr1	174360948	-	1	Tmem9b	protein_coding	Intron	-1	-1	-1	0	Brain	1	m6A-REF-seq	1	0
m6A_Rnor6_5260	chr7	123183897	-	1	Pmm1	protein_coding	Exon	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	1
m6A_Rnor6_5261	chr7	123183966	-	1	Pmm1	protein_coding	Exon	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	1
m6A_Rnor6_5262	chr7	123238885	-	2	Desi1	protein_coding	3'UTR/Exon	-1	-1	-1	0	Brain;Liver	2	m6A-REF-seq	1	1
m6A_Rnor6_5263	chr7	123602159	-	1	Cyp2d4	protein_coding	Exon	-1	-1	-1	0	Liver	1	m6A-REF-seq	1	1
m6A_Rnor6_5264	chr7	123619683	-	1	Cyp2d5	protein_coding	Exon	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	1
m6A_Rnor6_5265	chr7	123636135	-	1	Cyp2d3	protein_coding	Exon	-1	-1	-1	0	Liver	1	m6A-REF-seq	1	1
m6A_Rnor6_5266	chr7	123637118	-	1	Cyp2d3	protein_coding	Exon	-1	-1	-1	0	Liver	1	m6A-REF-seq	1	1
m6A_Rnor6_5267	chr7	123638704	-	1	Cyp2d3	protein_coding	5'UTR/Exon	-1	-1	-1	0	Liver	1	m6A-REF-seq	1	1
m6A_Rnor6_5268	chr7	123993151	-	2	Poldip3	protein_coding	3'UTR/Exon	-1	-1	-1	0	Brain;Kidney	2	m6A-REF-seq	1	1
m6A_Rnor6_5269	chr7	123993160	-	1	Poldip3	protein_coding	3'UTR/Exon	-1	-1	-1	0	Brain	1	m6A-REF-seq	1	1
m6A_Rnor6_527	chr1	174361532	-	1	Tmem9b	protein_coding	Intron	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	0
m6A_Rnor6_5270	chr7	124153699	-	1	Arfgap3	protein_coding	Exon	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	1
m6A_Rnor6_5271	chr7	124224768	-	1	Pacsin2	protein_coding	3'UTR/Exon	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	1
m6A_Rnor6_5272	chr7	124224980	-	1	Pacsin2	protein_coding	3'UTR/Exon	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	1
m6A_Rnor6_5273	chr7	124225756	-	1	Pacsin2	protein_coding	Exon	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	1
m6A_Rnor6_5274	chr7	124959367	-	1	Sult4a1	protein_coding	3'UTR/Exon	-1	-1	-1	0	Brain	1	m6A-REF-seq	1	1
m6A_Rnor6_5275	chr7	125462458	-	1	Rtl6	protein_coding	Intergenic	-1	-1	-1	0	Brain	1	m6A-REF-seq	1	0
m6A_Rnor6_5276	chr7	125463901	-	1	Rtl6	protein_coding	Intergenic	-1	-1	-1	0	Brain	1	m6A-REF-seq	1	0
m6A_Rnor6_5277	chr7	125865508	-	1	RGD1304694	protein_coding	Exon	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	1
m6A_Rnor6_5278	chr7	129719858	-	1	Brd1	protein_coding	Exon	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	1
m6A_Rnor6_5279	chr7	129950559	-	1	Mlc1	protein_coding	3'UTR/Exon	-1	-1	-1	0	Liver	1	m6A-REF-seq	1	1
m6A_Rnor6_528	chr1	174386963	-	1	Nrip3	protein_coding	3'UTR/Exon	-1	-1	-1	0	Brain	1	m6A-REF-seq	1	1
m6A_Rnor6_5280	chr7	129950868	-	1	Mlc1	protein_coding	3'UTR/Exon	-1	-1	-1	0	Liver	1	m6A-REF-seq	1	1
m6A_Rnor6_5281	chr7	130081024	-	1	Tubgcp6	protein_coding	3'UTR/Exon	-1	-1	-1	0	Brain	1	m6A-REF-seq	1	1
m6A_Rnor6_5282	chr7	130081799	-	1	Tubgcp6	protein_coding	3'UTR/Exon	-1	-1	-1	0	Brain	1	m6A-REF-seq	1	1
m6A_Rnor6_5283	chr7	130109392	-	2	Hdac10	protein_coding	Intergenic	-1	-1	-1	0	Brain;Kidney	2	m6A-REF-seq	1	0
m6A_Rnor6_5284	chr7	130109425	-	1	Hdac10	protein_coding	Intergenic	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	0
m6A_Rnor6_5285	chr7	130143189	-	1	Plxnb2	protein_coding	Exon	-1	-1	-1	0	Liver	1	m6A-REF-seq	1	1
m6A_Rnor6_5286	chr7	130148177	-	2	Plxnb2	protein_coding	Exon	-1	-1	-1	0	Kidney;Liver	2	m6A-REF-seq	1	1
m6A_Rnor6_5287	chr7	130163369	-	1	Plxnb2	protein_coding	Intergenic	-1	-1	-1	0	Brain	1	m6A-REF-seq	1	0
m6A_Rnor6_5288	chr7	130273860	-	1	Sbf1	protein_coding	Exon	-1	-1	-1	0	Brain	1	m6A-REF-seq	1	1
m6A_Rnor6_5289	chr7	130276058	-	1	Sbf1	protein_coding	Exon	-1	-1	-1	0	Brain	1	m6A-REF-seq	1	1
m6A_Rnor6_529	chr1	174395677	-	1	Nrip3	protein_coding	Exon	-1	-1	-1	0	Brain	1	m6A-REF-seq	1	1
m6A_Rnor6_5290	chr7	130278740	-	1	Sbf1	protein_coding	Exon	-1	-1	-1	0	Brain	1	m6A-REF-seq	1	0
m6A_Rnor6_5291	chr7	130347259	-	1	Tymp	protein_coding	Exon	-1	-1	-1	0	Liver	1	m6A-REF-seq	1	1
m6A_Rnor6_5292	chr7	130408044	-	1	Chkb	protein_coding	5'UTR/Exon	-1	-1	-1	0	Liver	1	m6A-REF-seq	1	1
m6A_Rnor6_5293	chr7	130449047	-	1	Arsa	protein_coding	Exon	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	1
m6A_Rnor6_5294	chr7	130449800	-	1	Arsa	protein_coding	Exon	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	1
m6A_Rnor6_5295	chr7	130556880	-	1	Rabl2	protein_coding	Exon	-1	-1	-1	0	Brain	1	m6A-REF-seq	1	1
m6A_Rnor6_5296	chr7	132071132	-	1	Kif21a	protein_coding	Exon	-1	-1	-1	0	Brain	1	m6A-REF-seq	1	1
m6A_Rnor6_5297	chr7	132071202	-	1	Kif21a	protein_coding	Exon	-1	-1	-1	0	Brain	1	m6A-REF-seq	1	1
m6A_Rnor6_5298	chr7	132072341	-	1	Kif21a	protein_coding	Exon	-1	-1	-1	0	Brain	1	m6A-REF-seq	1	1
m6A_Rnor6_5299	chr7	132091564	-	1	Kif21a	protein_coding	Exon	-1	-1	-1	0	Brain	1	m6A-REF-seq	1	1
m6A_Rnor6_53	chr1	72786813	+	1	Tmem86b	protein_coding	Exon	-1	-1	-1	0	Liver	1	m6A-REF-seq	1	1
m6A_Rnor6_530	chr1	174524337	-	1	Dennd5a	protein_coding	3'UTR/Exon	-1	-1	-1	0	Brain	1	m6A-REF-seq	1	1
m6A_Rnor6_5300	chr7	132105974	-	1	Kif21a	protein_coding	Exon	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	1
m6A_Rnor6_5301	chr7	132854976	-	1	7SK	misc_RNA	Intergenic	-1	-1	-1	0	Kidney	1	m6A-REF-seq	1	0
